id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493157639320434,Phil The House Plant,1 week ago,1493596221824,FBE kids react to kidz bop,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493157772032627,Riley boo,1 week ago,1493596221826,Yesss,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493158295866595,Jehlani Hughes,1 week ago,1493596221828,do try not to sing,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493158533239343,Cal Scott,1 week ago,1493596221830,Try not to be hungry when watching food videos,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493158549294042,Tokinha22,1 week ago,1493596221832,Kids React to Massacration (the band),0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493158612686622,Kaylee Central,1 week ago,1493596221834,FBE ________s react to 21 Pilots,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493158616081906,lovergirl101382,1 week ago,1493596221836,"FBE my Name is melany and I am 10 but My name I spelled 
M-E-L-A-N-Y",1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493158718477331,hithink hi,1 week ago,1493596221838,Try not to get mad,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493158813908363,dean ambrose as selvar,1 week ago,1493596221840,Do teens react to ABC HAPPY TIME,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493158857717464,LegionPanther He,1 week ago,1493596221843,FBE Queen,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493159140975897,Jena 123,1 week ago,1493596221844,"FBE kids react to Aerosmith 
Please!",3
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493159410024237,King Adam,1 week ago,1493596221846,Jena 123 j,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493159682468242,Darling Dee,1 week ago,1493596221848,FBE. have them react to missing the bus,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493159707039068,Richard Gopez,1 week ago,1493596221850,FBE Aww.. This is such a nice treat! Thanks guys! :),6
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493159882644576,Circuitex,1 week ago,1493596221852,Heyyyy dooooods,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493160651397226,Arjan Engelen,1 week ago,1493596221854,FBE try not to get scared,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493160775963383,Luigi And Yoshi,1 week ago,1493596221856,FBE part 2,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493160900359382,Ruth Reid,1 week ago,1493596221858,FBE heart videos,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493161259368007,Game Over Dominguez,1 week ago,1493596221860,FBE plz have teenagers react to Eminem's Fack. Their reactions are going to be hilarious.,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493161556031863,Brian Negrete,1 week ago,1493596221862,FBE plz do kids react to monster jam,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493161602506126,CaptainPigs,1 week ago,1493596221864,"Everytime they say the word cute, do a pushup!!!",0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493161762709065,Little Zuzu,1 week ago,1493596221866,FBE Try not to look away >:),0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493161970273894,PINK UNICORNS,1 week ago,1493596221868,FBE PLS MAKE A VIDEO WERE TEENS REACT TO RUN FOR THE CUBE,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493162153084246,Samuel David,1 week ago,1493596221870,Get teens to react to Paramore!!!!,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493162347636487,Fabulous Alucard,1 week ago,1493596221872,FBE  react to Brutal anime death scenes,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493162464672329,Have A Good Day,1 week ago,1493596221874,FBE Teens react too new phones,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493162523799901,HanaSkechez,1 week ago,1493596221876,Try not to fidget,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493162539402612,Nayeli Gamboa,1 week ago,1493596221878,Fabulous Alucard That's a good idea FBE y'all should do that,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493162718243656,t,1 week ago,1493596221880,FBE elders react to try not to cry,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493162911972587,Invader Kawaii Kitty,1 week ago,1493596221883,Do Kids React to Invader Zim,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493163032681239,ellaina parker,1 week ago,1493596221885,teens or adults react to jt machinima please,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493163044826485,Luisa Montano,1 week ago,1493596221887,FBE I did that's why I got here soooo fast,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493163061101885,Omie Cat,1 week ago,1493596221889,can you do try not to  laugh liza koshy edition please :D,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493163399450849,Brian Beqiri,1 week ago,1493596221891,"FBE hey how about your reactors try not to fall asleep, they can't close their eyes and rest their head, or stretch just anything to do to with sleep, or maybe they should try not to be surprised, they see something and they can't make a surprise face or look surprised or say oh my gosh, oh shoot, or anything like that",0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493163453899274,Jasmine Aaliyah,1 week ago,1493596221893,FBE I,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493163454573880,Luis Perez,1 week ago,1493596221895,FBE Kids react to try not to be impressed challange,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493164109150731,Chyane' Simons,1 week ago,1493596221897,FBE teens react to lele pons vines,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493164301203585,Emma M,1 week ago,1493596221899,Kids react to SUPERFRUITTTT,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493164352649379,Dave Remit,1 week ago,1493596221901,FBE teens react to the voice teens philippines blind auditon mica becerro,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493165115605008,Michael Pressler,1 week ago,1493596221903,try not to jump or scream,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493165426491014,CatFanatic,1 week ago,1493596221905,FBE Charlie the unicorn!!!,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493165523282418,carlie sanders,1 week ago,1493596221906,FBE react to soldiers coming home suprises,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493165795614855,Joseph Castellucci,1 week ago,1493596221908,FBE can the kids react to Selena Gomez & the scene-Love like a song,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493166162163318,Toluwa Alabi,1 week ago,1493596221910,FBE The faces the you got a friend in me girl was making should be on try not to laugh,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493167439820736,Serenity Cheetah,1 week ago,1493596221912,FBE :D,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493167464253058,ELDON MOUNT,1 week ago,1493596221915,FBE kids react to Fall Out Boy please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please,3
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493167492483291,panic at the disco hippie,1 week ago,1493596221917,"FBE pls do teens react to marina and the diamonds or jon bellion, either one!!!!!",1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493167761721484,ShengLong,1 week ago,1493596221918,FBE teens react to yugioh anime,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493168090766569,Rainbowtacoslivi2007,1 week ago,1493596221920,Can you please do try not to be satisfied challenge,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493168118822473,MoRay Gaming,1 week ago,1493596221922,It real easy put me on the show please  I will win all of the chakllenge,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493168808244899,Peter Megyeri,1 week ago,1493596221924,FBE Kids react to Kids raging like if you agree,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493169059313155,Dan Basile,1 week ago,1493596221926,Kids react to Alice Cooper,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493169103002992,HorseGal,1 week ago,1493596221928,Have YouTubers react to and rate cute videos on the cuteness scale!,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493169221770947,JPlay 219,1 week ago,1493596221930,FBE try not to sing,4
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493169683444837,Sir Meows A Lot,1 week ago,1493596221932,FBE kids react to Jiffpom,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493169809710399,Jolet.C1738 castro,1 week ago,1493596221934,FBE Kids react to Jiffpom,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493169849739130,Alberto Guardado,1 week ago,1493596221936,FBE teens play outlast 2,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493169973099952,Jess Gege,1 week ago,1493596221938,FBE maybe Fleetwood Mac or Abba music,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493170096589931,Roy Meza,1 week ago,1493596221940,FBE I-,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493170147170309,icSTAR,1 week ago,1493596221942,Try not to cry challenge for kids,5
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493170509578235,The Atomic Pikachu,1 week ago,1493596221944,FBE Madison has a good taste of music with the twenty one pilots t shirt,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493171032773681,sofia ramirez,1 week ago,1493596221946,FBE   not to sing,2
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493171241069952,MMawtinyoutube !!!!!!,1 week ago,1493596221948,FBE try not to laugh challenge if they laugh they have a punishment,3
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493172172837441,Kai Vert,1 week ago,1493596221950,FBE You did Elders React to Hamilton and Vocaloid. Maybe Teens React to Hamilton. Or Teens React to Vocaloid? Idk just an idea i had!,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493172347484232,ebbhead20,1 week ago,1493596221952,kids react to Skinny Puppy live 😎,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493172442406827,Aria McIntosh,1 week ago,1493596221955,omg yes!,1
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493172735411787,Brielle Rodriguez,1 week ago,1493596221956,"FBE when Gabe said ""is that a tiger?"" But it was a lion cub 😂",4
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493173061577763,jenny cuna,1 week ago,1493596221958,FBE thank you for posting on there so I said posting thank you for putting that video You've Got a Friend in Me cause I think that it's Hollywood Africa Philippines and China whole tire world even in Launceston where I live in Tas,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493173277165816,Ramon Loya,1 week ago,1493596221960,FBE I love your videos hey you should get the to do the try not to sing challenge.,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493173543499847,Jeffrey Turcios,1 week ago,1493596221963,FBE try not to eat there favorite food,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493173563346038,marcus quijano,1 week ago,1493596221965,FBE  kids react to quen,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493173853583047,prabidhi rana,1 week ago,1493596221967,FBE put a piece of candy or a marshmallow in front of them and they have to try not to eat it for a certain period of time and if they don't eat it they get another piece of candy or another marshmallow!,5
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493175310680616,Christian Cruz,1 week ago,1493596221969,FBE idea kids react to fidget toys,5
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493176187414561,Gibbs Britlones,1 week ago,1493596221972,FBE pls make a react to red mist creepypasta plsplspls,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493176206566923,LashyWolf,1 week ago,1493596221974,FBE so cute 😲,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493177391137004,DanTDM Fan,1 week ago,1493596221976,gabe the dog,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493178575055920,RaptorEyes,1 week ago,1493596221978,pls react to obey the walrus,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493179620003247,I am addicted to YouTube,1 week ago,1493596221980,FBE Teens react to 13 Reasons why,4
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493180105083612,TheLegend27,1 week ago,1493596221982,FBE Can you tell Madison this random person in the comments section loves her shirt! XD,0
,,,,,,,,z13zcdnynufnvz4aj04cjfnwrry1dtkoug4.1493180490683041,Valerie Mulato,1 week ago,1493596221984,FBE Lana del rey !!! React please,2
